"timestamp","ip","port","hostname","asn","geo","region","city","naics","sic","product","banner"
"2020-08-01 10:35:03","14.161.33.208",5900,"static.vnpt.vn",45899,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517311,,"VNC protocol 3.8","RFB 003.008"
"2020-08-01 10:35:03","171.244.236.18",5900,"dynamic-ip-adsl.viettel.vn",7552,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517312,,"RealVNC Personal protocol 4.0","RFB 004.000"
"2020-08-01 10:35:03","113.161.32.33",5900,"static.vnpt.vn",45899,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517311,,"VNC protocol 3.8","RFB 003.008"
"2020-08-01 10:35:03","14.238.15.226",5900,"static.vnpt.vn",45899,"VN","HAI PHONG","HAI PHONG",517311,,"RealVNC Enterprise protocol 4.1","RFB 004.001"
"2020-08-01 10:35:07","117.4.49.172",5900,"localhost",7552,"VN","HA NOI","HANOI",517312,,"VNC protocol 3.8","RFB 003.008"
"2020-08-01 10:35:07","42.116.67.219",5900,,18403,"VN","DA NANG","DA NANG",517311,,"RealVNC Enterprise v5.3 or later","RFB 005.000"
"2020-08-01 10:35:07","180.93.12.31",5900,,7602,"VN","HA NOI","HANOI",0,,"RealVNC Enterprise v5.3 or later","RFB 005.000"
"2020-08-01 10:35:07","118.70.183.105",5900,,18403,"VN","HA NOI","HANOI",517311,,"RealVNC Enterprise protocol 4.1","RFB 004.001"
"2020-08-01 10:35:08","115.78.236.95",5900,,7552,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517312,,"RealVNC Enterprise protocol 4.1","RFB 004.001"
"2020-08-01 10:35:08","14.162.144.197",5900,"static.vnpt.vn",45899,"VN","HA NOI","HANOI",517311,,"RealVNC Enterprise v5.3 or later","RFB 005.000"
"2020-08-01 10:35:09","27.71.132.9",5900,"localhost",7552,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517312,,"RealVNC Enterprise v5.3 or later","RFB 005.000"
