timestamp,ip,port,hostname,tag,ipmi_version,asn,geo,region,city,none_auth,md2_auth,md5_auth,passkey_auth,oem_auth,defaultkg,permessage_auth,userlevel_auth,usernames,nulluser,anon_login,error,deviceid,devicerev,firmwarerev,version,manufacturerid,manufacturername,productid,productname,naics,sic,sector
8/1/2020 1:23,118.68.218.116,623,,ipmi,2,18403,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,517311,,Communications
8/1/2020 1:23,103.125.188.109,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:23,118.69.239.137,623,,ipmi,1.5,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,yes,no,yes,yes,no,-,enabled,enabled,no,yes,no,,,,,,,,,,517311,,Communications
8/1/2020 1:24,103.104.120.25,623,static-ptr.vndata.vn,ipmi,2,135932,VN,HA NOI,HANOI,no,no,yes,no,no,default,disabled,disabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:24,125.212.201.74,623,,ipmi,2,38731,VN,HA NOI,HANOI,no,yes,yes,yes,no,default,enabled,enabled,yes,yes,no,,,,,,,,,,517312,,Communications
8/1/2020 1:24,103.141.139.211,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:25,103.139.103.205,623,,ipmi,2,18403,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:25,103.88.112.212,623,,ipmi,2,24088,VN,HA NOI,HANOI,no,no,yes,no,no,default,enabled,enabled,yes,no,yes,,,,,,,,,,517312,,Communications
8/1/2020 1:28,118.69.163.195,623,,ipmi,1.5,18403,VN,HA NOI,HANOI,yes,no,yes,yes,no,-,enabled,enabled,no,yes,no,,,,,,,,,,517311,,Communications
8/1/2020 1:28,103.141.139.69,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:28,103.141.138.16,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:28,103.88.112.213,623,,ipmi,2,24088,VN,HA NOI,HANOI,no,no,yes,no,no,default,enabled,enabled,yes,no,yes,,,,,,,,,,517312,,Communications
8/1/2020 1:28,103.139.103.30,623,,ipmi,2,18403,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:29,103.125.188.55,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:29,103.141.139.87,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:29,103.88.113.94,623,,ipmi,2,24088,VN,HAI PHONG,HAI PHONG,no,yes,yes,yes,no,default,enabled,enabled,yes,yes,no,,,,,,,,,,517312,,Communications
8/1/2020 1:30,103.45.237.25,623,v103-45-237-25.hts.vn,ipmi,2,131388,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:30,103.74.120.52,623,,ipmi,2,135967,VN,HA NOI,HANOI,no,yes,yes,yes,yes,default,enabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:30,103.137.184.205,623,,ipmi,2,18403,VN,HA NOI,HANOI,no,no,yes,yes,no,default,enabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:30,103.125.188.35,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:30,103.127.196.237,623,,ipmi,2,135932,VN,HO CHI MINH,THANH PHO HO CHI MINH,no,yes,yes,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:31,103.125.188.21,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:31,103.140.250.24,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,yes,no,no,default,enabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:31,103.141.144.116,623,,ipmi,2,18403,VN,HA NOI,HANOI,no,yes,yes,no,no,default,enabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:32,125.212.249.142,623,vedla.arbining.com,ipmi,2,3873,VN,HO CHI MINH,THANH PHO HO CHI MINH,no,yes,yes,yes,no,default,enabled,enabled,yes,no,no,,,,,,,,,,517312,,Communications
8/1/2020 1:32,103.140.250.14,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:32,103.141.139.249,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:32,103.68.69.168,623,,ipmi,2,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:33,103.141.139.61,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:34,103.125.188.115,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:34,103.139.103.213,623,,ipmi,2,18403,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:35,103.141.139.221,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:35,42.116.20.138,623,,ipmi,1.5,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,yes,no,yes,yes,no,-,enabled,enabled,no,yes,no,,,,,,,,,,517311,,Communications
8/1/2020 1:36,103.125.188.217,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:36,58.187.58.80,623,adsl-dynamic-pool-xxx.fpt.vn,ipmi,2,18403,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,517311,,Communications
8/1/2020 1:36,103.140.250.16,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:37,103.125.188.213,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:37,103.141.139.225,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:37,103.141.139.253,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:38,103.141.139.119,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:38,103.141.139.165,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:38,210.2.88.93,623,,ipmi,2,24085,VN,HO CHI MINH,THANH PHO HO CHI MINH,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:38,103.141.144.234,623,,ipmi,2,18403,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:39,103.125.188.97,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:39,103.141.144.175,623,,ipmi,2,18403,VN,HA NOI,HANOI,no,yes,yes,no,no,default,enabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:39,103.141.139.121,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:39,103.125.188.49,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:40,14.225.11.71,623,static.vnpt.vn,ipmi,2,135905,VN,HA NOI,HANOI,no,no,yes,no,no,default,disabled,disabled,yes,no,no,,,,,,,,,,517311,,Communications
8/1/2020 1:41,210.211.127.208,623,,ipmi,2,38731,VN,HO CHI MINH,THANH PHO HO CHI MINH,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:41,103.125.188.141,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:41,118.68.218.126,623,,ipmi,2,18403,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,517311,,Communications
8/1/2020 1:41,103.125.188.203,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:42,103.141.138.8,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:43,103.125.188.143,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:43,103.140.250.27,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:44,123.16.33.130,623,static.vnpt.vn,ipmi,2,45899,VN,HA NOI,HANOI,yes,yes,yes,yes,no,default,enabled,enabled,yes,no,no,,,,,,,,,,517311,,Communications
8/1/2020 1:44,103.28.37.30,623,,ipmi,2,131353,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:45,103.139.103.214,623,,ipmi,2,18403,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:45,124.158.5.76,623,,ipmi,2,38732,VN,HA NOI,HANOI,no,no,yes,no,no,default,enabled,enabled,yes,no,yes,,,,,,,,,,0,,Communications
8/1/2020 1:45,113.160.214.194,623,static.vnpt.vn,ipmi,2,45899,VN,BAC NINH,BAC NINH,no,yes,yes,yes,no,default,enabled,enabled,yes,no,no,,,,,,,,,,517311,,Communications
8/1/2020 1:46,103.82.35.98,623,,ipmi,2,38733,VN,HO CHI MINH,THANH PHO HO CHI MINH,no,yes,yes,yes,no,default,enabled,enabled,yes,yes,no,,,,,,,,,,0,,Communications
8/1/2020 1:46,103.141.139.213,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:47,103.70.30.241,623,maxhost.vn,ipmi,2,63761,VN,HO CHI MINH,THANH PHO HO CHI MINH,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,333995,,Communications
8/1/2020 1:47,103.78.91.49,623,,ipmi,2,131414,VN,HA NOI,HANOI,no,yes,yes,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:47,103.125.188.231,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:47,103.125.188.223,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:48,103.125.188.147,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:49,103.125.188.253,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:49,103.141.139.197,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:49,103.125.188.103,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:49,103.140.250.4,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:50,103.99.1.69,623,,ipmi,2,135905,VN,THAI NGUYEN,THAI NGUYEN,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:50,103.199.18.133,623,,ipmi,2,63734,VN,HA NOI,HANOI,no,yes,yes,yes,no,default,enabled,enabled,yes,yes,no,,,,,,,,,,0,,Communications
8/1/2020 1:50,113.176.82.168,623,static.vnpt.vn,ipmi,2,45899,VN,HA NOI,HANOI,no,yes,yes,yes,no,default,enabled,enabled,yes,yes,no,,,,,,,,,,517311,,Communications
8/1/2020 1:50,103.141.138.15,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:51,103.141.144.236,623,,ipmi,2,18403,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:52,118.68.218.125,623,,ipmi,2,18403,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,517311,,Communications
8/1/2020 1:53,103.139.103.211,623,,ipmi,2,18403,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:54,103.127.196.54,623,,ipmi,2,135932,VN,HO CHI MINH,THANH PHO HO CHI MINH,no,no,yes,no,no,default,disabled,disabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:54,103.141.139.131,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:56,103.141.138.3,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:56,103.125.188.240,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:56,103.140.250.33,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:56,183.81.35.41,623,,ipmi,2,18403,VN,HA NOI,HANOI,no,no,yes,no,no,default,disabled,disabled,yes,no,no,,,,,,,,,,517311,,Communications
8/1/2020 1:57,103.125.188.233,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:57,103.68.69.162,623,,ipmi,2,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:58,210.245.126.147,623,,ipmi,1.5,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,yes,no,yes,yes,no,-,enabled,enabled,no,yes,no,,,,,,,,,,517311,,Communications
8/1/2020 1:59,103.88.112.214,623,,ipmi,2,24088,VN,HA NOI,HANOI,no,no,yes,no,no,default,enabled,enabled,yes,no,yes,,,,,,,,,,517312,,Communications
8/1/2020 1:59,103.141.139.183,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 1:59,103.125.188.129,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:00,103.140.250.32,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:01,103.141.139.207,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:01,103.141.138.4,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:03,103.140.250.23,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:04,103.141.139.179,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:04,103.125.188.33,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:06,103.125.188.113,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:06,103.141.139.79,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:06,103.125.188.93,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:08,103.141.139.75,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:08,103.199.17.142,623,,ipmi,2,63734,VN,HA NOI,HANOI,no,yes,yes,yes,no,default,enabled,enabled,yes,yes,no,,,,,,,,,,0,,Communications
8/1/2020 2:09,103.125.188.165,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:09,103.139.103.71,623,,ipmi,2,18403,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:09,103.125.188.107,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:10,103.141.139.89,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:10,103.39.94.26,623,,ipmi,2,18403,VN,HA NOI,HANOI,no,yes,yes,yes,no,default,enabled,enabled,yes,yes,no,,,,,,,,,,0,,Communications
8/1/2020 2:12,103.141.139.227,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:13,103.125.188.117,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:13,103.125.188.77,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:13,103.207.38.43,623,,ipmi,2,45899,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:16,171.235.17.81,623,dynamic-ip-adsl.viettel.vn,ipmi,2,7552,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,517312,,Communications
8/1/2020 2:16,103.74.120.237,623,,ipmi,2,135967,VN,HA NOI,HANOI,no,yes,yes,yes,no,default,enabled,enabled,yes,yes,no,,,,,,,,,,0,,Communications
8/1/2020 2:17,43.239.223.105,623,dc223.kdata.vn,ipmi,2,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,no,yes,yes,yes,no,default,enabled,enabled,yes,yes,no,,,,,,,,,,0,,Communications
8/1/2020 2:17,103.125.188.15,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:17,103.109.39.115,623,dc39.kdata.vn,ipmi,2,135942,VN,HAI PHONG,HAI PHONG,no,yes,yes,yes,no,default,enabled,enabled,yes,yes,no,,,,,,,,,,0,,Communications
8/1/2020 2:18,103.63.213.228,623,mirror.ehost.vn,ipmi,1.5,135920,VN,HO CHI MINH,THANH PHO HO CHI MINH,yes,no,yes,yes,no,-,enabled,enabled,no,yes,no,,,,,,,,,,0,,Communications
8/1/2020 2:18,103.141.139.133,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:19,103.141.139.191,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:21,103.140.250.21,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:21,61.14.236.196,623,,ipmi,2,63731,VN,HO CHI MINH,THANH PHO HO CHI MINH,no,yes,yes,yes,no,default,enabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:21,118.68.218.117,623,,ipmi,2,18403,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,517311,,Communications
8/1/2020 2:22,103.141.139.113,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:23,103.125.188.125,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:23,103.125.188.189,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:23,103.140.250.40,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,enabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:23,103.141.139.195,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:24,103.125.188.61,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:24,171.244.16.124,623,,ipmi,2,38731,VN,HO CHI MINH,THANH PHO HO CHI MINH,no,no,yes,no,no,default,disabled,disabled,yes,no,no,,,,,,,,,,517312,,Communications
8/1/2020 2:24,103.141.144.123,623,,ipmi,2,18403,VN,HA NOI,HANOI,no,yes,yes,no,no,default,enabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:24,103.140.250.2,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:27,103.133.101.253,623,,ipmi,2,55305,VN,NINH BINH,NINH BINH,no,no,yes,no,no,default,disabled,disabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:29,103.141.139.217,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:29,103.141.139.111,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:30,103.125.188.133,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:30,103.98.148.19,623,,ipmi,2,135921,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:31,103.125.188.45,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:31,103.141.139.77,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:31,103.74.120.194,623,,ipmi,2,135967,VN,HA NOI,HANOI,no,no,yes,yes,no,default,enabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:32,103.141.139.151,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:32,123.30.238.139,623,static.vnpt.vn,ipmi,2,45899,VN,HA NOI,HANOI,no,yes,yes,no,yes,default,enabled,enabled,yes,no,no,,,,,,,,,,517311,,Communications
8/1/2020 2:32,103.140.250.22,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:32,103.141.139.153,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:32,103.125.188.95,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:33,103.141.139.193,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:33,103.125.188.157,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:35,103.139.103.201,623,,ipmi,2,18403,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:35,103.141.139.125,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:36,103.125.188.121,623,,ipmi,2,135905,VN,HA NOI,HANOI,no,no,no,no,no,default,disabled,enabled,yes,no,no,,,,,,,,,,0,,Communications
8/1/2020 2:36,43.239.223.106,623,dc223.kdata.vn,ipmi,2,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,no,yes,yes,yes,no,default,enabled,enabled,yes,yes,no,,,,,,,,,,0,,Communications
