"timestamp","src_ip","src_asn","src_geo","src_region","src_port","dst_ip","dst_asn","dst_geo","dst_region","dst_port","protocol","tag","hostname","sysdesc","sysname","http_url","http_agent","http_host","http_referer","http_referer_ip","http_referer_asn","http_referer_geo","http_referer_region","forwarded_by","ssl_cipher"
"2020-08-01 13:10:22","2402:800:6100:56b7:9dfc:2ea4:64c7:ec70",7552,"VN","HAI PHONG",57077,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"ghost-push",,,,"POST /okla/api/1 HTTP/1.1",,"k.omkol.com",,,,,,,
"2020-08-01 13:19:19","2001:ee0:54ba:4e40:99b1:d89:991e:c6ad",45899,"VN","HA NOI",38472,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"ghost-push",,,,"POST /agp/api/1/ HTTP/1.1",,"g.omlao.com",,,,,,,
"2020-08-01 13:20:32","2402:800:6237:59f5:b0a2:3454:79c7:9afd",7552,"VN","QUANG NGAI",49300,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"tsifiri",,,,"GET /DATA HTTP/1.1","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)","0-0-0-0-0-0-0-0-0-0-0-0-0-10-0-0-0-0-0-0-0-0-0-0-0-0-0.info",,,,,,,
"2020-08-01 13:23:09","2001:ee0:54ba:4e40:20e1:4de1:c2f9:dad",45899,"VN","HA NOI",37262,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"ghost-push",,,,"POST /agp/api/1/ HTTP/1.1",,"g.omlao.com",,,,,,,
"2020-08-01 13:26:32","2001:ee0:5771:1e80:4c6e:78c9:1e16:d66a",45899,"VN","BA RIA-VUNG TAU",49722,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"tsifiri",,,,"GET /DATA HTTP/1.1","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729)","0-0-0-0-0-0-0-0-0-0-0-0-0-5-0-0-0-0-0-0-0-0-0-0-0-0-0.info",,,,,,,
"2020-08-01 13:28:21","2001:ee0:440b:d190:7cbc:2b6e:fb09:3739",45899,"VN","HOA BINH",1672,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"sality",,,,"GET /mrow30702/?id161171osbie15126 HTTP/1.1","KUKU v3.07 exp","uscwh.lukki6nd2kdnc.info",,,,,,,
"2020-08-01 13:28:43","2405:4800:58f7:4eb1:a8ba:11cf:b73d:9f18",18403,"VN","HO CHI MINH",56580,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"sality",,,,"GET /__nicke2/?id-206160114018745&rnd=-2134276125 HTTP/1.1","KUKU v3.10 exp","www.inform1ongung.info",,,,,,,
"2020-08-01 13:31:11","2402:800:6311:4e67:6965:97b:fcfa:6579",7552,"VN","HA NOI",57370,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"tsifiri",,,,"GET /DATA HTTP/1.1","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0C; .NET4.0E)","0-0-0-0-0-0-0-0-0-0-0-0-0-10-0-0-0-0-0-0-0-0-0-0-0-0-0.info",,,,,,,
"2020-08-01 13:41:38","2402:800:6237:59f5:58aa:b987:c4cb:13bf",7552,"VN","QUANG NGAI",50903,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"tsifiri",,,,"GET /DATA HTTP/1.1","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; WOW64; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)","0-0-0-0-0-0-0-0-0-0-0-0-0-10-0-0-0-0-0-0-0-0-0-0-0-0-0.info",,,,,,,
"2020-08-01 13:43:23","2001:ee0:4f97:22a0:48ed:161a:74e4:44c3",45899,"VN","HO CHI MINH",43151,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"ghost-push",,,,"POST /agp/api/1/ HTTP/1.1",,"g.omlao.com",,,,,,,
"2020-08-01 13:45:06","2402:800:6313:c0d6:846e:cf1c:6d73:ca0a",7552,"VN","HA NOI",49940,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"tsifiri",,,,"GET /VERSION.TXT HTTP/1.1","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729)","0-0-0-0-0-1-1-1-0-0-1-0-0-1-1-1-0-0-0-0-1-1-0-1-1-1-1-1-1-1-1-.0-0-0-0-0-0-0-0-0-0-0-0-0-5-0-0-0-0-0-0-0-0-0-0-0-0-0.info",,,,,,,
"2020-08-01 13:45:41","2001:ee0:54bf:8d70:e53f:a536:2df7:943a",45899,"VN","LAM DONG",49158,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"tsifiri",,,,"GET /DATA HTTP/1.1","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/6.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C)","0-0-0-0-0-0-0-0-0-0-0-0-0-5-0-0-0-0-0-0-0-0-0-0-0-0-0.info",,,,,,,
"2020-08-01 13:54:24","2402:800:63b2:f1ca:49f7:74c5:61f4:17ef",7552,"VN","HA NOI",49251,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"tsifiri",,,,"GET /DATA HTTP/1.1","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; Zoom 3.6.0)","0-0-0-0-0-0-0-0-0-0-0-0-0-10-0-0-0-0-0-0-0-0-0-0-0-0-0.info",,,,,,,
"2020-08-01 14:05:54","2402:800:6133:6fa3:9dfc:2ea4:64c7:ec70",7552,"VN","HAI PHONG",33178,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"ghost-push",,,,"POST /okla/api/1 HTTP/1.1",,"k.omkol.com",,,,,,,
"2020-08-01 14:07:07","2001:ee0:4f51:5910:e934:59dc:f424:edbf",45899,"VN","HO CHI MINH",49157,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"tsifiri",,,,"GET /DATA HTTP/1.1","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; GTB7.5; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2)","0-0-0-0-0-0-0-0-0-0-0-0-0-10-0-0-0-0-0-0-0-0-0-0-0-0-0.info",,,,,,,
"2020-08-01 14:21:37","2001:ee0:48e3:8960:94af:ae4c:8df6:f773",45899,"VN","HAI PHONG",49842,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"sality",,,,"GET /t_100_v400/?rnd=93765&id=862157864735 HTTP/1.1","KUKU v4.00 alpha","www.inform1ongung.info",,,,,,,
"2020-08-01 14:35:10","2402:800:6374:9c2d:5936:a270:de20:9a81",7552,"VN","HO CHI MINH",56843,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"sality",,,,"GET /__nicke2/?id26222085929789&rnd=970515406 HTTP/1.1","KUKU v3.10 exp","www.lukki6nd2kdnc.info",,,,,,,
"2020-08-01 15:02:24","2402:800:63ac:f5eb:e511:5c04:890a:aae",7552,"VN","HO CHI MINH",58555,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"tsifiri",,,,"GET /DATA HTTP/1.1","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729)","0-0-0-0-0-0-0-0-0-0-0-0-0-10-0-0-0-0-0-0-0-0-0-0-0-0-0.info",,,,,,,
"2020-08-01 15:45:00","2001:ee0:48e3:8960:640c:e4f7:fc24:9238",45899,"VN","HAI PHONG",49877,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"sality",,,,"GET /t_100_v400/?rnd=103562&id=862157864735 HTTP/1.1","KUKU v4.00 alpha","www.inform1ongung.info",,,,,,,
"2020-08-01 15:56:03","2402:800:6375:f1d1:441:48b1:267b:f19b",7552,"VN","HO CHI MINH",59860,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"sality",,,,"GET /t_100_v400/?rnd=801451046&id=78627175021908 HTTP/1.1","KUKU v4.00 alpha","www.g1ikddcvns3sdsal.info",,,,,,,
"2020-08-01 16:25:02","2001:ee0:48e3:8960:fc97:eb5c:1d9b:8d32",45899,"VN","HAI PHONG",49875,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"sality",,,,"GET /t_100_v400/?rnd=100906&id=862157864735 HTTP/1.1","KUKU v4.00 alpha","www.inform1ongung.info",,,,,,,
"2020-08-01 17:11:55","2405:4800:60ef:4e7e:9436:2b56:8030:161a",18403,"VN","BINH DUONG",49158,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"tsifiri",,,,"GET /DATA HTTP/1.1","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0)","0-0-0-0-0-0-0-0-0-0-0-0-0-5-0-0-0-0-0-0-0-0-0-0-0-0-0.info",,,,,,,
"2020-08-01 18:39:33","2001:ee0:48e3:8960:140e:4c7c:8f65:4f4f",45899,"VN","HAI PHONG",49705,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"sality",,,,"GET /t_100_v400/?rnd=94812&id=862157864735 HTTP/1.1","KUKU v4.00 alpha","www.inform1ongung.info",,,,,,,
"2020-08-01 18:45:33","2001:ee0:48e3:8960:b138:c165:74b:14f7",45899,"VN","HAI PHONG",49878,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"sality",,,,"GET /t_100_v400/?rnd=103546&id=862157864735 HTTP/1.1","KUKU v4.00 alpha","www.inform1ongung.info",,,,,,,
"2020-08-01 18:56:43","2001:ee0:48e3:8960:b5de:7016:4699:fc36",45899,"VN","HAI PHONG",50633,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"sality",,,,"GET /t_100_v400/?rnd=773250&id=862157864735 HTTP/1.1","KUKU v4.00 alpha","www.inform1ongung.info",,,,,,,
"2020-08-01 22:09:06","2001:ee0:48e3:8960:8561:300e:f3a8:1138",45899,"VN","HAI PHONG",65201,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"sality",,,,"GET /t_100_v400/?rnd=12315156&id=862157864735 HTTP/1.1","KUKU v4.00 alpha","www.inform1ongung.info",,,,,,,
"2020-08-01 22:17:17","2402:800:6133:6fa3:e5fe:a0be:3e2b:e6f9",7552,"VN","HAI PHONG",42319,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"ghost-push",,,,"POST /okla/api/2 HTTP/1.1","Dalvik/1.6.0 (Linux; U; Android 4.4.2; T706-HD-MIPI Build/KOT49H)","mk.omkol.com",,,,,,,
"2020-08-01 22:20:38","2402:800:6133:6fa3:8596:a831:2721:157c",7552,"VN","HAI PHONG",53235,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"ghost-push",,,,"POST /okla/api/1 HTTP/1.1",,"k.omkol.com",,,,,,,
"2020-08-01 22:23:05","2402:800:6133:6fa3:75a3:f17c:6a2a:40f8",7552,"VN","HAI PHONG",49571,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"ghost-push",,,,"POST /okla/api/1 HTTP/1.1",,"k.omkol.com",,,,,,,
"2020-08-01 22:25:20","2402:800:6133:6fa3:d035:f8ba:b17f:2728",7552,"VN","HAI PHONG",50530,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"ghost-push",,,,"POST /okla/api/2 HTTP/1.1","Dalvik/1.6.0 (Linux; U; Android 4.4.2; T706-HD-MIPI Build/KOT49H)","mk.omkol.com",,,,,,,
"2020-08-01 22:29:22","2402:800:6133:6fa3:d7c:1fcc:96e7:5c93",7552,"VN","HAI PHONG",51314,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"ghost-push",,,,"POST /okla/api/2 HTTP/1.1","Dalvik/1.6.0 (Linux; U; Android 4.4.2; T706-HD-MIPI Build/KOT49H)","mk.omkol.com",,,,,,,
"2020-08-01 22:31:23","2402:800:6133:6fa3:21b6:4232:56ff:2c9c",7552,"VN","HAI PHONG",35669,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"ghost-push",,,,"POST /okla/api/2 HTTP/1.1","Dalvik/1.6.0 (Linux; U; Android 4.4.2; T706-HD-MIPI Build/KOT49H)","mk.omkol.com",,,,,,,
"2020-08-01 22:33:24","2402:800:6133:6fa3:a4f6:c09e:5c43:9625",7552,"VN","HAI PHONG",60964,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"ghost-push",,,,"POST /okla/api/2 HTTP/1.1","Dalvik/1.6.0 (Linux; U; Android 4.4.2; T706-HD-MIPI Build/KOT49H)","mk.omkol.com",,,,,,,
"2020-08-01 22:36:54","2402:800:6133:6fa3:ecad:f4d9:244:62f3",7552,"VN","HAI PHONG",38310,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"ghost-push",,,,"POST /okla/api/1 HTTP/1.1",,"k.omkol.com",,,,,,,
"2020-08-01 22:40:51","2402:800:6133:6fa3:3049:d4a3:17c9:ccac",7552,"VN","HAI PHONG",42162,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"ghost-push",,,,"POST /okla/api/1 HTTP/1.1",,"k.omkol.com",,,,,,,
"2020-08-01 22:44:53","2402:800:6133:6fa3:7d59:a297:89e9:5fbb",7552,"VN","HAI PHONG",33654,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"ghost-push",,,,"POST /okla/api/1 HTTP/1.1",,"k.omkol.com",,,,,,,
"2020-08-01 22:50:33","2001:ee0:4f97:22a0:f8c8:b843:5e50:eef4",45899,"VN","HO CHI MINH",38420,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"ghost-push",,,,"POST /agp/api/1/ HTTP/1.1",,"g.omlao.com",,,,,,,
"2020-08-01 22:53:32","2402:800:6133:6fa3:6826:4b4:5d38:94ff",7552,"VN","HAI PHONG",60662,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"ghost-push",,,,"POST /okla/api/1 HTTP/1.1",,"k.omkol.com",,,,,,,
"2020-08-01 22:55:34","2402:800:6133:6fa3:748f:5053:8bac:6ede",7552,"VN","HAI PHONG",55478,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"ghost-push",,,,"POST /okla/api/2 HTTP/1.1","Dalvik/1.6.0 (Linux; U; Android 4.4.2; T706-HD-MIPI Build/KOT49H)","mk.omkol.com",,,,,,,
"2020-08-01 22:57:35","2402:800:6133:6fa3:2433:d0d5:4983:d893",7552,"VN","HAI PHONG",42103,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"ghost-push",,,,"POST /okla/api/2 HTTP/1.1","Dalvik/1.6.0 (Linux; U; Android 4.4.2; T706-HD-MIPI Build/KOT49H)","mk.omkol.com",,,,,,,
"2020-08-01 22:59:46","2402:800:6133:6fa3:35f6:17e6:486d:ddf0",7552,"VN","HAI PHONG",49283,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"ghost-push",,,,"POST /okla/api/2 HTTP/1.1","Dalvik/1.6.0 (Linux; U; Android 4.4.2; T706-HD-MIPI Build/KOT49H)","mk.omkol.com",,,,,,,
"2020-08-01 23:00:53","2001:ee0:4f97:22a0:b8e4:61fa:9c92:c76d",45899,"VN","HO CHI MINH",59720,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"ghost-push",,,,"POST /agp/api/1/ HTTP/1.1",,"g.omlao.com",,,,,,,
"2020-08-01 23:03:47","2402:800:6133:6fa3:4147:86f1:5bd2:8de5",7552,"VN","HAI PHONG",57846,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"ghost-push",,,,"POST /okla/api/2 HTTP/1.1","Dalvik/1.6.0 (Linux; U; Android 4.4.2; T706-HD-MIPI Build/KOT49H)","mk.omkol.com",,,,,,,
"2020-08-01 23:07:20","2402:800:6133:6fa3:f140:cef3:9711:863d",7552,"VN","HAI PHONG",42919,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"ghost-push",,,,"POST /okla/api/1 HTTP/1.1",,"k.omkol.com",,,,,,,
"2020-08-01 23:37:40","2402:800:634b:d22c:9974:d414:814d:d58b",7552,"VN","HA NOI",49301,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"tsifiri",,,,"GET /DATA HTTP/1.1","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; Tablet PC 2.0)","1-2-3-4-6-3-8-8-5-4-1-3-2-6-9-3-3-8-2-6-6-6-7-8-2-4-8-3-6-4-8-.0-0-0-0-0-0-0-0-0-0-0-0-0-5-0-0-0-0-0-0-0-0-0-0-0-0-0.info",,,,,,,
"2020-08-01 23:42:22","2405:4800:205e:ec50:1195:46da:9f33:68f",18403,"VN","HA NOI",36616,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"ghost-push",,,,"POST /okla/api/2 HTTP/1.1","Dalvik/1.6.0 (Linux; U; Android 4.2.2; ME173X Build/JDQ39)","mk.omkol.com",,,,,,,
"2020-08-01 23:53:41","2402:800:63b5:b5b7:2104:7889:2bcc:5e88",7552,"VN","CAN THO",49164,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"tsifiri",,,,"GET /DATA HTTP/1.1","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.2; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729)","0-0-0-0-0-0-0-0-0-0-0-0-0-10-0-0-0-0-0-0-0-0-0-0-0-0-0.info",,,,,,,
"2020-08-01 23:57:27","2001:ee0:55eb:4ce0:9081:54a1:e9e0:4368",45899,"VN","HO CHI MINH",37969,"2a02:1668:1034::2",51088,"NL","NOORD-HOLLAND",80,,"ghost-push",,,,"POST /omla/i/1 HTTP/1.1",,"m.omlao.com",,,,,,,
