"timestamp","ip","protocol","port","hostname","tag","asn","geo","region","city","naics","sic","size","configuration_naming_context","current_time","default_naming_context","dns_host_name","domain_controller_functionality","domain_functionality","ds_service_name","forest_functionality","highest_committed_usn","is_global_catalog_ready","is_synchronized","ldap_service_name","naming_contexts","root_domain_naming_context","schema_naming_context","server_name","subschema_subentry","supported_capabilities","supported_control","supported_ldap_policies","supported_ldap_version","supported_sasl_mechanisms"
"2020-08-01 08:38:25","115.146.123.147","tcp",389,,"ldap-tcp",38732,"VN","HA NOI","HANOI",0,,0,"CN=Configuration,DC=nhathuygroup,DC=com","20200801083820.0Z","DC=nhathuygroup,DC=com","nhathuyserver01.nhathuygroup.com",7,7,"CN=Configuration,DC=nhathuygroup,DC=com",7,9025231,"TRUE","TRUE","nhathuygroup.com:nhathuyserver01$@NHATHUYGROUP.COM","DC=nhathuygroup,DC=com|CN=Configuration,DC=nhathuygroup,DC=com|CN=Schema,CN=Configuration,DC=nhathuygroup,DC=com|DC=DomainDnsZones,DC=nhathuygroup,DC=com|DC=ForestDnsZones,DC=nhathuygroup,DC=com","DC=nhathuygroup,DC=com","CN=Schema,CN=Configuration,DC=nhathuygroup,DC=com","CN=NHATHUYSERVER01,CN=Servers,CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=nhathuygroup,DC=com","CN=Aggregate,CN=Schema,CN=Configuration,DC=nhathuygroup,DC=com","1.2.840.113556.1.4.800|1.2.840.113556.1.4.1670|1.2.840.113556.1.4.1791|1.2.840.113556.1.4.1935|1.2.840.113556.1.4.2080|1.2.840.113556.1.4.2237","1.2.840.113556.1.4.319|1.2.840.113556.1.4.801|1.2.840.113556.1.4.473|1.2.840.113556.1.4.528|1.2.840.113556.1.4.417|1.2.840.113556.1.4.619|1.2.840.113556.1.4.841|1.2.840.113556.1.4.529|1.2.840.113556.1.4.805|1.2.840.113556.1.4.521|1.2.840.113556.1.4.970|1.2.840.113556.1.4.1338|1.2.840.113556.1.4.474|1.2.840.113556.1.4.1339|1.2.840.113556.1.4.1340|1.2.840.113556.1.4.1413|2.16.840.1.113730.3.4.9|2.16.840.1.113730.3.4.10|1.2.840.113556.1.4.1504|1.2.840.113556.1.4.1852|1.2.840.113556.1.4.802|1.2.840.113556.1.4.1907|1.2.840.113556.1.4.1948|1.2.840.113556.1.4.1974|1.2.840.113556.1.4.1341|1.2.840.113556.1.4.2026|1.2.840.113556.1.4.2064|1.2.840.113556.1.4.2065|1.2.840.113556.1.4.2066|1.2.840.113556.1.4.2090|1.2.840.113556.1.4.2205|1.2.840.113556.1.4.2204|1.2.840.113556.1.4.2206|1.2.840.113556.1.4.2211|1.2.840.113556.1.4.2239|1.2.840.113556.1.4.2255|1.2.840.113556.1.4.2256|1.2.840.113556.1.4.2309|1.2.840.113556.1.4.2330|1.2.840.113556.1.4.2354","MaxPoolThreads|MaxPercentDirSyncRequests|MaxDatagramRecv|MaxReceiveBuffer|InitRecvTimeout|MaxConnections|MaxConnIdleTime|MaxPageSize|MaxBatchReturnMessages|MaxQueryDuration|MaxDirSyncDuration|MaxTempTableSize|MaxResultSetSize|MinResultSets|MaxResultSetsPerConn|MaxNotificationPerConn|MaxValRange|MaxValRangeTransitive|ThreadMemoryLimit|SystemMemoryLimitPercent","3|2","GSSAPI|GSS-SPNEGO|EXTERNAL|DIGEST-MD5"
"2020-08-01 08:38:25","118.69.84.27","tcp",389,,"ldap-tcp",18403,"VN","HA NOI","HANOI",517311,,0,,,,,,,,,,,,,,,,,,,,,,
"2020-08-01 08:38:26","45.117.83.152","tcp",389,"mail.tscmedia.com.vn","ldap-tcp",131353,"VN","HA NOI","HANOI",0,,0,,,,,,,,,,,,,,,,,,,,,,
"2020-08-01 08:38:27","103.28.38.175","tcp",389,"mail.bvphusanhanoi.com.vn","ldap-tcp",131353,"VN","HA NOI","HANOI",0,,0,,,,,,,,,,,,,,,,,,,,,,
"2020-08-01 08:38:27","103.57.210.70","tcp",389,"mxhcm34.email-nhanhoa.net","ldap-tcp",131353,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,,0,,,,,,,,,,,,,,,,,,,,,,
"2020-08-01 08:38:30","45.118.150.1","tcp",389,"hosted-by.vonline.vn","ldap-tcp",131367,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,,0,,,,,,,,,,,,,,,,,,,,,,
"2020-08-01 08:39:01","27.76.201.57","tcp",389,"localhost","ldap-tcp",7552,"VN","HA NOI","HANOI",517312,,0,,,,,7,7,,7,,"TRUE",,"mopi.cloud:chica$@MOPI.CLOUD",,"DC=mopi,DC=cloud",,,,,"1.2.840.113556.1.4.319|1.2.840.113556.1.4.801|1.2.840.113556.1.4.473|1.2.840.113556.1.4.528|1.2.840.113556.1.4.417|1.2.840.113556.1.4.619|1.2.840.113556.1.4.841|1.2.840.113556.1.4.529|1.2.840.113556.1.4.805|1.2.840.113556.1.4.521|1.2.840.113556.1.4.970|1.2.840.113556.1.4.1338|1.2.840.113556.1.4.474|1.2.840.113556.1.4.1339|1.2.840.113556.1.4.1340|1.2.840.113556.1.4.1413|2.16.840.1.113730.3.4.9|2.16.840.1.113730.3.4.10|1.2.840.113556.1.4.1504|1.2.840.113556.1.4.1852|1.2.840.113556.1.4.802|1.2.840.113556.1.4.1907|1.2.840.1135","MaxPoolThreads|MaxPercentDirSyncRequests|MaxDatagramRecv|MaxReceiveBuffer|InitRecvTimeout|MaxConnections|MaxConnIdleTime|MaxPageSize|MaxBatchReturnMessages|MaxQueryDuration|MaxDirSyncDuration|MaxTempTableSize|MaxResultSetSize|MinResultSets|MaxResultSetsPerConn|MaxNotificationPerConn|MaxValRange|MaxValRangeTransitive|ThreadMemoryLimit|SystemMemoryLimitPercent","3|2","GSSAPI|GSS-SPNEGO|EXTERNAL|DIGEST-MD5"
"2020-08-01 08:39:01","61.14.238.37","tcp",389,,"ldap-tcp",63731,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,,0,,,,,,,,,,,,,,,,,,,,,,
"2020-08-01 08:39:05","118.69.205.200","tcp",389,"ns5.hostnhanh.com","ldap-tcp",18403,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517311,,0,"CN=Configuration,DC=vpm,DC=com,DC=vn","20200801083905.0Z","DC=vpm,DC=com,DC=vn","DC.vpm.com.vn",7,4,"CN=Configuration,DC=vpm,DC=com,DC=vn",4,259620,"TRUE","TRUE","vpm.com.vn:dc$@VPM.COM.VN","DC=vpm,DC=com,DC=vn|CN=Configuration,DC=vpm,DC=com,DC=vn|CN=Schema,CN=Configuration,DC=vpm,DC=com,DC=vn|DC=DomainDnsZones,DC=vpm,DC=com,DC=vn|DC=ForestDnsZones,DC=vpm,DC=com,DC=vn","DC=vpm,DC=com,DC=vn","CN=Schema,CN=Configuration,DC=vpm,DC=com,DC=vn","CN=DC,CN=Servers,CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=vpm,DC=com,DC=vn","CN=Aggregate,CN=Schema,CN=Configuration,DC=vpm,DC=com,DC=vn","1.2.840.113556.1.4.800|1.2.840.113556.1.4.1670|1.2.840.113556.1.4.1791|1.2.840.113556.1.4.1935|1.2.840.113556.1.4.2080|1.2.840.113556.1.4.2237","1.2.840.113556.1.4.319|1.2.840.113556.1.4.801|1.2.840.113556.1.4.473|1.2.840.113556.1.4.528|1.2.840.113556.1.4.417|1.2.840.113556.1.4.619|1.2.840.113556.1.4.841|1.2.840.113556.1.4.529|1.2.840.113556.1.4.805|1.2.840.113556.1.4.521|1.2.840.113556.1.4.970|1.2.840.113556.1.4.1338|1.2.840.113556.1.4.474|1.2.840.113556.1.4.1339|1.2.840.113556.1.4.1340|1.2.840.113556.1.4.1413|2.16.840.1.113730.3.4.9|2.16.840.1.113730.3.4.10|1.2.840.113556.1.4.1504|1.2.840.113556.1.4.1852|1.2.840.113556.1.4.802|1.2.840.113556.1.4.1907|1.2.840.113556.1.4.1948|1.2.840.113556.1.4.1974|1.2.840.113556.1.4.1341|1.2.840.113556.1.4.2026|1.2.840.113556.1.4.2064|1.2.840.113556.1.4.2065|1.2.840.113556.1.4.2066|1.2.840.113556.1.4.2090|1.2.840.113556.1.4.2205|1.2.840.113556.1.4.2204|1.2.840.113556.1.4.2206|1.2.840.113556.1.4.2211|1.2.840.113556.1.4.2239|1.2.840.113556.1.4.2255|1.2.840.113556.1.4.2256|1.2.840.113556.1.4.2309","MaxPoolThreads|MaxPercentDirSyncRequests|MaxDatagramRecv|MaxReceiveBuffer|InitRecvTimeout|MaxConnections|MaxConnIdleTime|MaxPageSize|MaxBatchReturnMessages|MaxQueryDuration|MaxDirSyncDuration|MaxTempTableSize|MaxResultSetSize|MinResultSets|MaxResultSetsPerConn|MaxNotificationPerConn|MaxValRange|MaxValRangeTransitive|ThreadMemoryLimit|SystemMemoryLimitPercent","3|2","GSSAPI|GSS-SPNEGO|EXTERNAL|DIGEST-MD5"
"2020-08-01 08:39:28","118.68.170.218","tcp",389,"118-68-170-218.higio.net","ldap-tcp",18403,"VN","HA NOI","HANOI",517311,,0,"CN=Configuration,DC=emg,DC=local","20200801083929.0Z","DC=emg,DC=local",,,,"CN=Configuration,DC=emg,DC=local",,,,,,"DC=emg,DC=local|CN=Configuration,DC=emg,DC=local|CN=Schema,CN=Configuration,DC=emg,DC=local|DC=DomainDnsZones,DC=emg,DC=local|DC=ForestDnsZones,DC=emg,DC=local","DC=emg,DC=local","CN=Schema,CN=Configuration,DC=emg,DC=local",,"CN=Aggregate,CN=Schema,CN=Configuration,DC=emg,DC=local",,"1.2.840.113556.1.4.319|1.2.840.113556.1.4.801|1.2.840.113556.1.4.473|1.2.840.113556.1.4.528|1.2.840.113556.1.4.417|1.2.840.113556.1.4.619|1.2.840.113556.1.4.841|1.2.840.113556.1.4.529|1.2.840.113556.1.4.805|1.2.840.113556.1.4.521|1.2.840.113556.1.4.970|1.2.840.113556.1.4.1338|1.2.840.113556.1.4.474|1.2.840.113556.1.4.1339|1.2.840.113556.1.4.1340|1.2.840.113556.1.4.1413|2.16.840.1.113730.3.4.9|2.16.840.1.113730.3.4.10|1.2.840.113556.1.4.1504|1.2.840.113556.1.4.1852|1.2.840.113556.1.4.802|1.2.840.113556.1.4.1907|1.2.840.113556.1.4.1948|1.2.840.113556.1.4.1974|1.2.840.113556.1.4.1341|1.2.840.113556.1.4.2026|1.2.840.113556.1.4.2064|1.2.840.11355",,,
"2020-08-01 08:39:29","45.117.177.3","tcp",389,"relay02.email-nhanhoa.net","ldap-tcp",131353,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,,0,,,,,,,,,,,,,,,,,,,,,,
"2020-08-01 08:39:30","103.229.192.212","tcp",389,"static.vietnamhost.com.vn","ldap-tcp",131404,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,,0,,,,,,,,,,,,,,,,,,,,,,
"2020-08-01 08:39:31","14.161.22.18","tcp",389,"static.vnpt.vn","ldap-tcp",45899,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517311,,0,"CN=Configuration,DC=argroup,DC=com,DC=vn","20200801083931.0Z","DC=argroup,DC=com,DC=vn",,,,"CN=Configuration,DC=argroup,DC=com,DC=vn",,,,,,"DC=argroup,DC=com,DC=vn|CN=Configuration,DC=argroup,DC=com,DC=vn|CN=Schema,CN=Configuration,DC=argroup,DC=com,DC=vn|DC=DomainDnsZones,DC=argroup,DC=com,DC=vn|DC=ForestDnsZones,DC=argroup,DC=com,DC=vn","DC=argroup,DC=com,DC=vn","CN=Schema,CN=Configuration,DC=argroup,DC=com,DC=vn",,"CN=Aggregate,CN=Schema,CN=Configuration,DC=argroup,DC=com,DC=vn",,"1.2.840.113556.1.4.319|1.2.840.113556.1.4.801|1.2.840.113556.1.4.473|1.2.840.113556.1.4.528|1.2.840.113556.1.4.417|1.2.840.113556.1.4.619|1.2.840.113556.1.4.841|1.2.840.113556.1.4.529|1.2.840.113556.1.4.805|1.2.840.113556.1.4.521|1.2.840.113556.1.4.970|1.2.840.113556.1.4.1338|1.2.840.113556.1.4.474|1.2.840.113556.1.4.1339|1.2.840.113556.1.4.1340|1.2.840.113556.1.4.1413|2.16.840.1.113730.3.4.9|2.16.840.1.113730.3.4.10|1.2.840.113556.1.4.1504|1.2.840.113556.1.4.1852|1.2.840.113556.1.4.802|1.2.840.113556.1.4.1907|1.2.840.113556.1.4.1948|1.2.840.113556.1.4",,,
"2020-08-01 08:39:31","210.245.95.53","tcp",389,,"ldap-tcp",18403,"VN","HA NOI","HANOI",517311,,0,"CN=Configuration,DC=trasavi,DC=com,DC=vn","20200801083521.0Z","DC=trasavi,DC=com,DC=vn",,,,"CN=Configuration,DC=trasavi,DC=com,DC=vn",,,,,,"DC=trasavi,DC=com,DC=vn|CN=Configuration,DC=trasavi,DC=com,DC=vn|CN=Schema,CN=Configuration,DC=trasavi,DC=com,DC=vn|DC=DomainDnsZones,DC=trasavi,DC=com,DC=vn|DC=ForestDnsZones,DC=trasavi,DC=com,DC=vn","DC=trasavi,DC=com,DC=vn","CN=Schema,CN=Configuration,DC=trasavi,DC=com,DC=vn",,"CN=Aggregate,CN=Schema,CN=Configuration,DC=trasavi,DC=com,DC=vn",,"1.2.840.113556.1.4.319|1.2.840.113556.1.4.801|1.2.840.113556.1.4.473|1.2.840.113556.1.4.528|1.2.840.113556.1.4.417|1.2.840.113556.1.4.619|1.2.840.113556.1.4.841|1.2.840.113556.1.4.529|1.2.840.113556.1.4.805|1.2.840.113556.1.4.521|1.2.840.113556.1.4.970|1.2.840.113556.1.4.1338|1.2.840.113556.1.4.474|1.2.840.113556.1.4.1339|1.2.840.113556.1.4.1340|1.2.840.113556.1.4.1413|2.16.840.1.113730.3.4.9|2.16.840.1.113730.3.4.10|1.2.840.113556.1.4.1504|1.2.840.113556.1.4.1852|1.2.840.113556.1.4.802|1.2.840.113556.1.4.1907|1.2.840.113556.1.4.1948|1.2.840.113556.1.",,,
"2020-08-01 08:39:32","103.68.251.244","tcp",389,"sv1244.powernet.vn","ldap-tcp",135905,"VN","BINH DUONG","THU DAU MOT",0,,0,,,,,,,,,,,,,,,,,,,,,,
"2020-08-01 08:39:33","118.69.193.248","tcp",389,,"ldap-tcp",18403,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517311,,0,"CN=Configuration,DC=dpt,DC=com,DC=vn","20200801083930.0Z","DC=dpt,DC=com,DC=vn",,,,"CN=Configuration,DC=dpt,DC=com,DC=vn",,,,,,"DC=dpt,DC=com,DC=vn|CN=Configuration,DC=dpt,DC=com,DC=vn|CN=Schema,CN=Configuration,DC=dpt,DC=com,DC=vn|DC=DomainDnsZones,DC=dpt,DC=com,DC=vn|DC=ForestDnsZones,DC=dpt,DC=com,DC=vn","DC=dpt,DC=com,DC=vn","CN=Schema,CN=Configuration,DC=dpt,DC=com,DC=vn",,"CN=Aggregate,CN=Schema,CN=Configuration,DC=dpt,DC=com,DC=vn",,"1.2.840.113556.1.4.319|1.2.840.113556.1.4.801|1.2.840.113556.1.4.473|1.2.840.113556.1.4.528|1.2.840.113556.1.4.417|1.2.840.113556.1.4.619|1.2.840.113556.1.4.841|1.2.840.113556.1.4.529|1.2.840.113556.1.4.805|1.2.840.113556.1.4.521|1.2.840.113556.1.4.970|1.2.840.113556.1.4.1338|1.2.840.113556.1.4.474|1.2.840.113556.1.4.1339|1.2.840.113556.1.4.1340|1.2.840.113556.1.4.1413|2.16.840.1.113730.3.4.9|2.16.840.1.113730.3.4.10|1.2.840.113556.1.4.1504|1.2.840.113556.1.4.1852|1.2.840.113556.1.4.802|1.2.840.113556.1.4.1907|1.2.840.113556.1.4.1948|1.2.840.113556.1.4.1974|1.2.840.113556.1.4.1341|1.2.840.113556.1.",,,
"2020-08-01 08:39:33","42.112.37.194","tcp",389,,"ldap-tcp",18403,"VN","HA NOI","HANOI",517311,,0,,,,,,,,,,,,,,,,,,,,,,
"2020-08-01 08:39:34","45.117.82.65","tcp",389,"mail.hoangbachconex.com.vn","ldap-tcp",131353,"VN","HA NOI","HANOI",0,,0,,,,,,,,,,,,,,,,,,,,,,
"2020-08-01 08:39:54","210.245.91.118","tcp",389,"mail.padmac-vietnam.com","ldap-tcp",18403,"VN","HA NOI","HANOI",517311,,0,"CN=Configuration,DC=padmac-vietnam,DC=com","20200801084157.0Z","DC=padmac-vietnam,DC=com","mail.padmac-vietnam.com",4,4,"CN=Configuration,DC=padmac-vietnam,DC=com",4,27505839,"TRUE","TRUE","padmac-vietnam.com:mail$@PADMAC-VIETNAM.COM","DC=padmac-vietnam,DC=com|CN=Configuration,DC=padmac-vietnam,DC=com|CN=Schema,CN=Configuration,DC=padmac-vietnam,DC=com|DC=DomainDnsZones,DC=padmac-vietnam,DC=com|DC=ForestDnsZones,DC=padmac-vietnam,DC=com","DC=padmac-vietnam,DC=com","CN=Schema,CN=Configuration,DC=padmac-vietnam,DC=com","CN=MAIL,CN=Servers,CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=padmac-vietnam,DC=com","CN=Aggregate,CN=Schema,CN=Configuration,DC=padmac-vietnam,DC=com","1.2.840.113556.1.4.800|1.2.840.113556.1.4.1670|1.2.840.113556.1.4.1791|1.2.840.113556.1.4.1935|1.2.840.113556.1.4.2080","1.2.840.113556.1.4.319|1.2.840.113556.1.4.801|1.2.840.113556.1.4.473|1.2.840.113556.1.4.528|1.2.840.113556.1.4.417|1.2.840.113556.1.4.619|1.2.840.113556.1.4.841|1.2.840.113556.1.4.529|1.2.840.113556.1.4.805|1.2.840.113556.1.4.521|1.2.840.113556.1.4.970|1.2.840.113556.1.4.1338|1.2.840.113556.1.4.474|1.2.840.113556.1.4.1339|1.2.840.113556.1.4.1340|1.2.840.113556.1.4.1413|2.16.840.1.113730.3.4.9|2.16.840.1.113730.3.4.10|1.2.840.113556.1.4.1504|1.2.840.113556.1.4.1852|1.2.840.113556.1.4.802|1.2.840.113556.1.4.1907|1.2.840.113556.1.4.1948|1.2.840.113556.1.4.1974|1.2.840.113556.1.4.1341|1.2.840.113556.1.4.2026|1.2.840.113556.1.4.2064|1.2.840.113556.1.4.2065|1.2.840.113556.1.4.2066","MaxPoolThreads|MaxDatagramRecv|MaxReceiveBuffer|InitRecvTimeout|MaxConnections|MaxConnIdleTime|MaxPageSize|MaxQueryDuration|MaxTempTableSize|MaxResultSetSize|MinResultSets|MaxResultSetsPerConn|MaxNotificationPerConn|MaxValRange|ThreadMemoryLimit|SystemMemoryLimitPercent","3|2","GSSAPI|GSS-SPNEGO|EXTERNAL|DIGEST-MD5"
"2020-08-01 08:39:58","103.28.37.93","tcp",389,"mail.novaon.net","ldap-tcp",131353,"VN","HA NOI","HANOI",0,,0,,,,,,,,,,,,,,,,,,,,,,
"2020-08-01 08:40:01","115.79.5.238","tcp",389,,"ldap-tcp",7552,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517312,,0,"CN=Configuration,DC=merapgroup,DC=com","20200801073721.0Z","DC=merapgroup,DC=com",,,,"CN=Configuration,DC=merapgroup,DC=com",,,,,,"DC=merapgroup,DC=com|CN=Configuration,DC=merapgroup,DC=com|CN=Schema,CN=Configuration,DC=merapgroup,DC=com|DC=DomainDnsZones,DC=merapgroup,DC=com|DC=ForestDnsZones,DC=merapgroup,DC=com","DC=merapgroup,DC=com","CN=Schema,CN=Configuration,DC=merapgroup,DC=com",,"CN=Aggregate,CN=Schema,CN=Configuration,DC=merapgroup,DC=com",,"1.2.840.113556.1.4.319|1.2.840.113556.1.4.801|1.2.840.113556.1.4.473|1.2.840.113556.1.4.528|1.2.840.113556.1.4.417|1.2.840.113556.1.4.619|1.2.840.113556.1.4.841|1.2.840.113556.1.4.529|1.2.840.113556.1.4.805|1.2.840.113556.1.4.521|1.2.840.113556.1.4.970|1.2.840.113556.1.4.1338|1.2.840.113556.1.4.474|1.2.840.113556.1.4.1339|1.2.840.113556.1.4.1340|1.2.840.113556.1.4.1413|2.16.840.1.113730.3.4.9|2.16.840.1.113730.3.4.10|1.2.840.113556.1.4.1504|1.2.840.113556.1.4.1852|1.2.840.113556.1.4.802|1.2.840.113556.1.4.1907|1.2.840.113556.1.4.1948|1",,,
"2020-08-01 08:40:01","125.212.219.236","tcp",389,,"ldap-tcp",7552,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517312,,0,"CN=Configuration,DC=tnp,DC=com","20200801083845.0Z","DC=tnp,DC=com","tnp.tnp.com",6,6,"CN=Configuration,DC=tnp,DC=com",6,70785819,"TRUE","TRUE","tnp.com:win-rhqk4l1g7t2$@TNP.COM","DC=tnp,DC=com|CN=Configuration,DC=tnp,DC=com|CN=Schema,CN=Configuration,DC=tnp,DC=com|DC=DomainDnsZones,DC=tnp,DC=com|DC=ForestDnsZones,DC=tnp,DC=com","DC=tnp,DC=com","CN=Schema,CN=Configuration,DC=tnp,DC=com","CN=WIN-RHQK4L1G7T2,CN=Servers,CN=Default-First-Site-Name,CN=Sites,CN=Configuration,DC=tnp,DC=com","CN=Aggregate,CN=Schema,CN=Configuration,DC=tnp,DC=com","1.2.840.113556.1.4.800|1.2.840.113556.1.4.1670|1.2.840.113556.1.4.1791|1.2.840.113556.1.4.1935|1.2.840.113556.1.4.2080|1.2.840.113556.1.4.2237","1.2.840.113556.1.4.319|1.2.840.113556.1.4.801|1.2.840.113556.1.4.473|1.2.840.113556.1.4.528|1.2.840.113556.1.4.417|1.2.840.113556.1.4.619|1.2.840.113556.1.4.841|1.2.840.113556.1.4.529|1.2.840.113556.1.4.805|1.2.840.113556.1.4.521|1.2.840.113556.1.4.970|1.2.840.113556.1.4.1338|1.2.840.113556.1.4.474|1.2.840.113556.1.4.1339|1.2.840.113556.1.4.1340|1.2.840.113556.1.4.1413|2.16.840.1.113730.3.4.9|2.16.840.1.113730.3.4.10|1.2.840.113556.1.4.1504|1.2.840.113556.1.4.1852|1.2.840.113556.1.4.802|1.2.840.113556.1.4.1907|1.2.840.113556.1.4.1948|1.2.840.113556.1.4.1974|1.2.840.113556.1.4.1341|1.2.840.113556.1.4.2026|1.2.840.113556.1.4.2064|1.2.840.113556.1.4.2065|1.2.840.113556.1.4.2066|1.2.840.113556.1.4.2090|1.2.840.113556.1.4.2205|1.2.840.113556.1.4.2204|1.2.840.113556.1.4.2206|1.2.840.113556.1.4.2211|1.2.840.113556.1.4.2239|1.2.840.113556.1.4.2255|1.2.840.113556.1.4.2256","MaxPoolThreads|MaxPercentDirSyncRequests|MaxDatagramRecv|MaxReceiveBuffer|InitRecvTimeout|MaxConnections|MaxConnIdleTime|MaxPageSize|MaxBatchReturnMessages|MaxQueryDuration|MaxTempTableSize|MaxResultSetSize|MinResultSets|MaxResultSetsPerConn|MaxNotificationPerConn|MaxValRange|MaxValRangeTransitive|ThreadMemoryLimit|SystemMemoryLimitPercent","3|2","GSSAPI|GSS-SPNEGO|EXTERNAL|DIGEST-MD5"
"2020-08-01 08:40:01","27.0.13.71","tcp",389,"smtp06.pavietnam.com.vn","ldap-tcp",45544,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,,0,,,,,,,,,,,,,,,,,,,,,,
"2020-08-01 08:40:02","45.117.82.52","tcp",389,"mail.avpm.vn","ldap-tcp",131353,"VN","HA NOI","HANOI",0,,0,,,,,,,,,,,,,,,,,,,,,,
"2020-08-01 08:40:03","14.186.119.228","tcp",389,"static.vnpt.vn","ldap-tcp",45899,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517311,,0,"CN=Configuration,DC=channhan,DC=local","20200801084118.0Z","DC=channhan,DC=local",,,,"CN=Configuration,DC=channhan,DC=local",,,,,,"DC=channhan,DC=local|CN=Configuration,DC=channhan,DC=local|CN=Schema,CN=Configuration,DC=channhan,DC=local|DC=DomainDnsZones,DC=channhan,DC=local|DC=ForestDnsZones,DC=channhan,DC=local","DC=channhan,DC=local","CN=Schema,CN=Configuration,DC=channhan,DC=local",,"CN=Aggregate,CN=Schema,CN=Configuration,DC=channhan,DC=local",,"1.2.840.113556.1.4.319|1.2.840.113556.1.4.801|1.2.840.113556.1.4.473|1.2.840.113556.1.4.528|1.2.840.113556.1.4.417|1.2.840.113556.1.4.619|1.2.840.113556.1.4.841|1.2.840.113556.1.4.529|1.2.840.113556.1.4.805|1.2.840.113556.1.4.521|1.2.840.113556.1.4.970|1.2.840.113556.1.4.1338|1.2.840.113556.1.4.474|1.2.840.113556.1.4.1339|1.2.840.113556.1.4.1340|1.2.840.113556.1.4.1413|2.16.840.1.113730.3.4.9|2.16.840.1.113730.3.4.10|1.2.840.113556.1.4.1504|1.2.840.113556.1.4.1852|1.2.840.113556.1.4.802|1.2.840.113556.1.4.1907|1.2.840.113556.1.4.1948|1.2.840.113556",,,
"2020-08-01 08:40:04","45.117.83.144","tcp",389,"mail.patech.com.vn","ldap-tcp",131353,"VN","HA NOI","HANOI",0,,0,,,,,,,,,,,,,,,,,,,,,,
"2020-08-01 08:40:05","45.117.82.96","tcp",389,"mail.dainamthaiyvien.vn","ldap-tcp",131353,"VN","HA NOI","HANOI",0,,0,,,,,,,,,,,,,,,,,,,,,,
"2020-08-01 08:40:05","1.55.214.105","tcp",389,"1-55-214-105.higio.net","ldap-tcp",18403,"VN","HA NOI","HANOI",517311,,0,,,,,7,7,,7,,"TRUE",,"ad.idocnet:domain$@AD.IDOCNET",,"DC=ad,DC=idocnet",,,,,"1.2.840.113556.1.4.319|1.2.840.113556.1.4.801|1.2.840.113556.1.4.473|1.2.840.113556.1.4.528|1.2.840.113556.1.4.417|1.2.840.113556.1.4.619|1.2.840.113556.1.4.841|1.2.840.113556.1.4.529|1.2.840.113556.1.4.805|1.2.840.113556.1.4.521|1.2.840.113556.1.4.970|1.2.840.113556.1.4.1338|1.2.840.113556.1.4.474|1.2.840.113556.1.4.1339|1.2.840.113556.1.4.1340|1.2.840.113556.1.4.1413|2.16.840.1.113730.3.4.9|2.16.840.1.113730.3.4.10|1.2.840.113556.1.4.1504|1.2.840.113556.1.4.1852|1.2.840.113556.1.4.802|1.2.840.113556.1.4.1907|1.2.840.113556.1.4.1948|1.2.840.113556.1.4.1974|1.2.840.1","MaxPoolThreads|MaxPercentDirSyncRequests|MaxDatagramRecv|MaxReceiveBuffer|InitRecvTimeout|MaxConnections|MaxConnIdleTime|MaxPageSize|MaxBatchReturnMessages|MaxQueryDuration|MaxDirSyncDuration|MaxTempTableSize|MaxResultSetSize|MinResultSets|MaxResultSetsPerConn|MaxNotificationPerConn|MaxValRange|MaxValRangeTransitive|ThreadMemoryLimit|SystemMemoryLimitPercent","3|2","GSSAPI|GSS-SPNEGO|EXTERNAL|DIGEST-MD5"
