timestamp,ip,protocol,port,hostname,tag,version,asn,geo,region,city,naics,sic,git_sha1,git_dirty_flag,build_id,mode,os,architecture,multiplexing_api,gcc_version,process_id,run_id,uptime,connected_clients,sector
8/1/2020 19:21,58.186.75.74,tcp,6379,58-186-75-xxx-dynamic.hcm.fpt.vn,redis,5.9.101,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,517311,,0,0,d7b6f1c8be3c4f0a,standalone,Linux 5.4.0-42-generic x86_64,,epoll,8.3.0,1,2cda7de34d2eff75cff201aecbcea52ed889fa31,144383,11,Communications
8/1/2020 19:21,124.158.4.13,tcp,6379,,redis,3.0.7,38732,VN,HA NOI,HANOI,0,,0,0,9608eaf6bab769c5,standalone,Linux 3.10.0-693.el7.x86_64 x86_64,,epoll,4.9.2,1,a3e09a01143a29bda0b93530c027b150147972f6,2910481,17,Communications
8/1/2020 19:21,45.119.85.7,tcp,6379,,redis,3.0.504,131386,VN,HA NOI,HANOI,0,,0,0,a4f7a6e86f2d60b3,standalone,Windows,,WinSock_IOCP,,1388,7626a4e1b4ec509cb9c6905cc91158b46804e5bf,4454197,15,Communications
8/1/2020 19:21,103.130.219.92,tcp,6379,,redis,6.0.6,135951,VN,HA NOI,HANOI,0,,0,0,97204d6a2bf74d2c,standalone,Linux 3.10.0-1062.12.1.vz7.131.10 x86_64,,epoll,8.3.0,1,3fec5144b68cb1df663bec018ba1bc9cc41c00d7,84773,17,Communications
8/1/2020 19:22,103.216.127.168,tcp,6379,,redis,3.2.12,135944,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,,0,0,7897e7d0e13773f,standalone,Linux 3.10.0 x86_64,,epoll,4.8.5,15003,ce0175f3f5a2946d05868a2929780e42f59152d3,3144159,1,Communications
8/1/2020 19:22,45.124.95.163,tcp,6379,,redis,5.9.104,45899,VN,HUNG YEN,HUNG YEN,0,,0,0,8840294149362ed6,standalone,Linux 4.15.0-46-generic x86_64,,epoll,9.2.0,1,e73587bf66377c3b4ce5381cbe425aea69a1f374,5673221,1,Communications
8/1/2020 19:22,210.245.89.25,tcp,6379,,redis,3.0.504,18403,VN,HA NOI,HANOI,517311,,0,0,a4f7a6e86f2d60b3,standalone,Windows,,WinSock_IOCP,,1304,16294a117579cefff17c46a4412df3a13285c147,8270346,26,Communications
8/1/2020 19:22,113.190.45.132,tcp,6379,dynamic.vdc.vn,redis,3.0.504,45899,VN,HA NOI,HANOI,517311,,0,0,a4f7a6e86f2d60b3,standalone,Windows,,WinSock_IOCP,,2964,4436f909c200f9abcda9789391db72a9ac0d3170,123538,1,Communications
8/1/2020 19:22,171.244.22.93,tcp,6379,,redis,3.2.12,38731,VN,HO CHI MINH,THANH PHO HO CHI MINH,517312,,0,0,7897e7d0e13773f,standalone,Linux 3.10.0-1062.12.1.el7.x86_64 x86_64,,epoll,4.8.5,1396,2c2b14216d6799cd1e46930d25c15ba488db8fff,12276898,17,Communications
8/1/2020 19:22,103.74.121.159,tcp,6379,sv121159.bkns.vn,redis,3.0.504,135967,VN,HA NOI,HANOI,0,,0,0,a4f7a6e86f2d60b3,standalone,Windows,,WinSock_IOCP,,1952,1b0fc9b9ba2d3e78aea632d3149d126ac53677db,5458688,19,Communications
8/1/2020 19:23,118.69.118.147,tcp,6379,,redis,3.0.6,18403,VN,HA NOI,HANOI,517311,,0,0,7785291a3d2152db,standalone,Linux 4.4.0-174-generic x86_64,,epoll,5.4.0,1242,d8c5f93e34708247ed7e7b280e2cc84e10994a99,14304461,316,Communications
8/1/2020 19:23,123.31.45.201,tcp,6379,static.vnpt.vn,redis,3.2.12,45899,VN,HA NOI,HANOI,517311,,0,0,7897e7d0e13773f,standalone,Linux 3.10.0-862.9.1.el7.x86_64 x86_64,,epoll,4.8.5,14148,5e1790a6cd53c3a2c3abfd563f8b40a8604220e4,6364727,7,Communications
8/1/2020 19:23,113.190.232.104,tcp,6379,static.vnpt.vn,redis,6.0.1,45899,VN,HA NOI,HANOI,517311,,0,0,925f85c34ce34cdd,standalone,Linux 5.3.0-62-generic x86_64,,epoll,8.3.0,1,d7dbcec81bf85b86c5ab633e7f4b49345a2dc91a,2206693,2,Communications
8/1/2020 19:23,203.171.20.211,tcp,6379,static.cmcti.vn,redis,3.2.12,45903,VN,HA NOI,HANOI,0,,0,0,7897e7d0e13773f,standalone,Linux 3.10.0-957.el7.x86_64 x86_64,,epoll,4.8.5,30705,9ca48189b702744891e295fbc22abda53b6d5874,227170,4,Communications
8/1/2020 19:23,103.143.209.192,tcp,6379,,redis,6.0.5,56150,VN,HA NOI,HANOI,0,,0,0,db63ea56716d515f,standalone,Linux 4.15.0-65-generic x86_64,,epoll,8.3.0,1,03390ee1e4c0ff706a4114e78c29a0f433317c5f,9501,17,Communications
8/1/2020 19:23,45.122.221.83,tcp,6379,,redis,3.2.100,56150,VN,HA NOI,HANOI,0,,0,0,dd26f1f93c5130ee,standalone,Windows,,WinSock_IOCP,,1352,12e745717d41597267775ca44dc8e0ec494c3612,1580878,4,Communications
8/1/2020 19:24,150.95.113.77,tcp,6379,v150-95-113-77.a013.g.han1.static.cnode.io,redis,5.0.6,131392,VN,HA NOI,HANOI,0,,0,0,24cefa6406f92a1f,standalone,Linux 3.10.0-862.2.3.el7.x86_64 x86_64,,epoll,8.3.0,1,c6a245ee588201ba7806aef3dd342e5a68ac922e,899623,1,Communications
8/1/2020 19:24,103.57.222.211,tcp,6379,,redis,5.0.8,45899,VN,HA NOI,HANOI,0,,0,0,eafe84eb3330af7e,standalone,Linux 4.15.0-106-generic x86_64,,epoll,9.2.0,1,46affab5d3a99ada0aaf7acea775bce2d25ccec2,4052675,1,Communications
8/1/2020 19:24,103.90.220.79,tcp,6379,,redis,3.0.503,135905,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,,0,0,d14575c6134f877,standalone,Windows,,WinSock_IOCP,,2212,2c5880f89992a59c681ccd9bc870394b847522c1,2019615,7,Communications
8/1/2020 19:24,124.158.12.228,tcp,6379,,redis,3.2.12,38733,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,,0,0,7897e7d0e13773f,standalone,Linux 3.10.0-1062.9.1.el7.x86_64 x86_64,,epoll,4.8.5,2592,c8414ae52acfb172a18fe5049de8c995aa63037f,4623265,46,Communications
8/1/2020 19:24,45.117.169.174,tcp,6379,mx169174.superdata.vn,redis,6.0.4,45544,VN,HA NOI,HANOI,0,,0,0,d5d470262d47f1a0,standalone,Linux 4.15.0-22-generic x86_64,,epoll,8.3.0,1,8bb8b022811c38f5965e104c12bb33ac1028055b,210898,23,Communications
8/1/2020 19:24,103.147.186.43,tcp,6379,,redis,3.2.12,131378,VN,HA NOI,HANOI,0,,0,0,7897e7d0e13773f,standalone,Linux 3.10.0-957.10.1.el7.x86_64 x86_64,,epoll,4.8.5,1371,d96bcfc30399d476a039d41bf1c83539ce3c7240,2112254,1,Communications
8/1/2020 19:24,222.255.168.179,tcp,6379,static.vnpt.vn,redis,2.8.19,45899,VN,DA NANG,DA NANG,517311,,0,0,9968db13395be4aa,standalone,Windows,,winsock_IOCP,0.0.0,1540,3a21ad649e4fcb689392e7dcf22ca83f10d35811,34291,2,Communications
