"timestamp","ip","protocol","port","hostname","tag","asn","geo","region","city","naics","sic","anonymous_access","raw_response","hex_code","code"
"2020-08-01 19:12:31","14.163.3.97","tcp",1883,"static.vnpt.vn","mqtt",45899,"VN","THANH HOA","THANH HOA",517311,,"N",20020005,05,"Connection Refused, not authorized"
"2020-08-01 19:12:32","117.5.60.105","tcp",1883,"localhost","mqtt",7552,"VN","THAI BINH","THAI BINH",517312,,"Y",20020000,00,"Connection Accepted"
"2020-08-01 19:12:32","113.190.243.226","tcp",1883,"static.vnpt-hanoi.com.vn","mqtt",45899,"VN","HA NOI","HANOI",517311,,"Y",20020000,00,"Connection Accepted"
"2020-08-01 19:12:33","221.133.7.210","tcp",1883,,"mqtt",7602,"VN","HA NOI","HANOI",0,,"N",20020005,05,"Connection Refused, not authorized"
"2020-08-01 19:12:33","203.162.13.160","tcp",1883,"static.vnpt.vn","mqtt",45899,"VN","HA NOI","HANOI",517311,,"Y",20020000,00,"Connection Accepted"
"2020-08-01 19:12:33","171.224.77.27","tcp",1883,"dynamic-ip-adsl.viettel.vn","mqtt",7552,"VN","HA NOI","HANOI",517312,,"Y",20020000,00,"Connection Accepted"
"2020-08-01 19:12:33","14.237.121.20","tcp",1883,"static.vnpt.vn","mqtt",45899,"VN","BEN TRE","GIONG TROM",517311,,"Y",20020000,00,"Connection Accepted"
"2020-08-01 19:12:33","125.212.209.161","tcp",1883,,"mqtt",7552,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517312,,"N",20020005,05,"Connection Refused, not authorized"
"2020-08-01 19:12:34","27.72.26.214","tcp",1883,"dynamic-ip-adsl.viettel.vn","mqtt",7552,"VN","THANH HOA","THANH HOA",517312,,"N",20020005,05,"Connection Refused, not authorized"
"2020-08-01 19:12:35","14.180.153.142","tcp",1883,"static.vnpt.vn","mqtt",45899,"VN","HA NOI","HANOI",517311,,"Y",20020000,00,"Connection Accepted"
"2020-08-01 19:12:35","45.124.87.73","tcp",1883,"sv-87073.bkns.vn","mqtt",135905,"VN","HA NOI","HANOI",0,,"N",20020005,05,"Connection Refused, not authorized"
"2020-08-01 19:12:35","117.5.63.207","tcp",1883,"localhost","mqtt",7552,"VN","THAI BINH","THAI BINH",517312,,"Y",20020000,00,"Connection Accepted"
"2020-08-01 19:12:35","27.71.154.16","tcp",1883,"localhost","mqtt",7552,"VN","HO CHI MINH","THANH PHO HO CHI MINH",517312,,"N",20020005,05,"Connection Refused, not authorized"
"2020-08-01 19:12:35","116.104.223.206","tcp",1883,"dynamic-ip-adsl.viettel.vn","mqtt",7552,"VN","THAI BINH","THAI BINH",517312,,"Y",20020000,00,"Connection Accepted"
"2020-08-01 19:12:36","14.185.92.208","tcp",1883,"static.vnpt.vn","mqtt",45899,"VN","BINH DINH","QUI NHON",517311,,"N",20020005,05,"Connection Refused, not authorized"
"2020-08-01 19:12:36","61.28.231.22","tcp",1883,,"mqtt",38244,"VN","HO CHI MINH","THANH PHO HO CHI MINH",0,,"N",20020004,04,"Connection Refused, bad user name or password"
