timestamp,ip,protocol,port,hostname,tag,version,asn,geo,region,city,naics,sic,gitversion,sysinfo,opensslversion,allocator,javascriptengine,bits,maxbsonobjectsize,ok,visible_databases,sector
8/1/2020 7:19,118.69.238.10,tcp,27017,,mongodb,4.1.13,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,517311,,441714bc4c70699950f3ac51a5cac41dcd413eaa,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:19,171.244.39.29,tcp,27017,,mongodb,4.2.2,38731,VN,HA NOI,HANOI,517312,,a0bbbff6ada159e19298d37946ac8dc4b497eadf,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:19,103.147.34.10,tcp,27017,,mongodb,3.2.22,135905,VN,HA NOI,HANOI,0,,105acca0d443f9a47c1a5bd608fd7133840a58dd,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:19,103.1.239.26,tcp,27017,,mongodb,4.0.7,45544,VN,HA NOI,HANOI,0,,1b82c812a9c0bbf6dc79d5400de9ea99e6ffa025,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:19,115.79.208.185,tcp,27017,,mongodb,4.0.19,7552,VN,HO CHI MINH,THANH PHO HO CHI MINH,517312,,7e28f4296a04d858a2e3dd84a1e79c9ba59a9568,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:20,203.171.21.42,tcp,27017,static.cmcti.vn,mongodb,4.2.8,45903,VN,HA NOI,HANOI,0,,43d25964249164d76d5e04dd6cf38f6111e21f5f,deprecated,,tcmalloc,mozjs,64,16777216,1,READ_ME_TO_RECOVER_YOUR_DATA | admin | config | local,Communications
8/1/2020 7:20,45.124.95.55,tcp,27017,,mongodb,4.0.0,45899,VN,HUNG YEN,HUNG YEN,0,,3b07af3d4f471ae89e8186d33bbb1d5259597d51,deprecated,,system,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:20,203.171.20.178,tcp,27017,static.cmcti.vn,mongodb,4.2.2,45903,VN,HA NOI,HANOI,0,,a0bbbff6ada159e19298d37946ac8dc4b497eadf,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:20,27.72.96.16,tcp,27017,dynamic-ip-adsl.viettel.vn,mongodb,4.2.2,7552,VN,HA NOI,HANOI,517312,,a0bbbff6ada159e19298d37946ac8dc4b497eadf,deprecated,,tcmalloc,mozjs,64,16777216,1,READ_ME_TO_RECOVER_YOUR_DATA | admin | config,Communications
8/1/2020 7:20,125.212.233.105,tcp,27017,,mongodb,3.4.10,38731,VN,HA NOI,HANOI,517312,,078f28920cb24de0dd479b5ea6c66c644f6326e9,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:20,103.108.135.233,tcp,27017,,mongodb,4.2.5,45903,VN,NAM DINH,NAM DINH,0,,2261279b51ea13df08ae708ff278f0679c59dc32,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,118.71.16.70,tcp,27017,,mongodb,4.2.8,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,517311,,43d25964249164d76d5e04dd6cf38f6111e21f5f,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,123.30.245.31,tcp,27017,static.vnpt.vn,mongodb,3.4.24,45899,VN,HA NOI,HANOI,517311,,865b4f6a96d0f5425e39a18337105f33e8db504d,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,103.92.26.58,tcp,27017,,mongodb,3.6.3,135915,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,,9586e557d54ef70f9ca4b43c26892cd55257e1a5,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,45.119.80.60,tcp,27017,,mongodb,4.0.10,131386,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,,c389e7f69f637f7a1ac3cc9fae843b635f20b766,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,117.3.72.114,tcp,27017,,mongodb,4.2.3,7552,VN,DA NANG,DA NANG,517312,,6874650b362138df74be53d366bbefc321ea32d4,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,103.81.84.159,tcp,27017,,mongodb,4.0.6,18403,VN,HA NOI,HANOI,0,,caa42a1f75a56c7643d0b68d3880444375ec42e3,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,202.92.4.170,tcp,27017,,mongodb,4.2.5,45899,VN,HA NOI,HANOI,0,,2261279b51ea13df08ae708ff278f0679c59dc32,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,103.137.4.59,tcp,27017,,mongodb,3.4.23,18403,VN,HA NOI,HANOI,0,,324017ede1dbb1c9554dd2dceb15f8da3c59d0e8,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,124.158.7.217,tcp,27017,,mongodb,4.0.4,38732,VN,HA NOI,HANOI,0,,f288a3bdf201007f3693c58e140056adf8b04839,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,123.24.206.120,tcp,27017,,mongodb,4.2.2,45899,VN,HA NOI,HANOI,517311,,a0bbbff6ada159e19298d37946ac8dc4b497eadf,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,150.95.104.174,tcp,27017,truyen.top,mongodb,4.2.3,131392,VN,HA NOI,HANOI,0,,6874650b362138df74be53d366bbefc321ea32d4,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,112.213.84.136,tcp,27017,,mongodb,4.2.8,45544,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,,43d25964249164d76d5e04dd6cf38f6111e21f5f,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,103.56.158.223,tcp,27017,,mongodb,4.2.3,45899,VN,HAU GIANG,VI THANH,0,,6874650b362138df74be53d366bbefc321ea32d4,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,27.71.230.26,tcp,27017,,mongodb,4.0.18,38731,VN,HA NOI,HANOI,517312,,6883bdfb8b8cff32176b1fd176df04da9165fd67,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,171.244.139.230,tcp,27017,,mongodb,4.2.5,7552,VN,HA NOI,HANOI,517312,,2261279b51ea13df08ae708ff278f0679c59dc32,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,171.244.50.242,tcp,27017,,mongodb,4.2.0,38731,VN,HA NOI,HANOI,517312,,a4b751dcf51dd249c5865812b390cfd1c0129c30,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,171.244.43.172,tcp,27017,,mongodb,4.0.2,38731,VN,HA NOI,HANOI,517312,,fc1573ba18aee42f97a3bb13b67af7d837826b47,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,125.212.229.14,tcp,27017,,mongodb,4.2.6,38731,VN,HA NOI,HANOI,517312,,20364840b8f1af16917e4c23c1b5f5efd8b352f8,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,14.225.17.173,tcp,27017,static.vnpt.vn,mongodb,3.4.24,135905,VN,HA NOI,HANOI,517311,,865b4f6a96d0f5425e39a18337105f33e8db504d,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,45.117.165.211,tcp,27017,,mongodb,4.2.8,45538,VN,BAC GIANG,BAC GIANG,0,,43d25964249164d76d5e04dd6cf38f6111e21f5f,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,118.69.182.236,tcp,27017,,mongodb,4.0.19,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,517311,,7e28f4296a04d858a2e3dd84a1e79c9ba59a9568,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,61.28.233.224,tcp,27017,,mongodb,4.0.10,38244,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,,c389e7f69f637f7a1ac3cc9fae843b635f20b766,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,203.171.20.147,tcp,27017,,mongodb,4.2.0,45903,VN,HA NOI,HANOI,0,,a4b751dcf51dd249c5865812b390cfd1c0129c30,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,123.30.149.30,tcp,27017,,mongodb,4.0.4,45899,VN,HA NOI,HANOI,517311,,f288a3bdf201007f3693c58e140056adf8b04839,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,117.3.36.204,tcp,27017,,mongodb,4.2.3,7552,VN,DA NANG,DA NANG,517312,,6874650b362138df74be53d366bbefc321ea32d4,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,171.244.38.178,tcp,27017,,mongodb,4.0.5,38731,VN,HA NOI,HANOI,517312,,3739429dd92b92d1b0ab120911a23d50bf03c412,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,113.161.10.93,tcp,27017,static.vnpt.vn,mongodb,4.2.3,45899,VN,THUA THIEN-HUE,HUE,517311,,6874650b362138df74be53d366bbefc321ea32d4,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,112.78.10.211,tcp,27017,server211.nhanhoa.com,mongodb,4.2.3,45538,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,,6874650b362138df74be53d366bbefc321ea32d4,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:21,42.112.27.55,tcp,27017,,mongodb,2.6.11,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,517311,,d00c1735675c457f75a12d530bee85421f0c5548,Linux build4.ny.cbi.10gen.cc 2.6.32-431.3.1.el6.x86_64 #1 SMP Fri Jan 3 21:39:27 UTC 2014 x86_64 BOOST_LIB_VERSION=1_49,,tcmalloc,V8,64,16777216,1,admin | edxapp | local | READ_ME_TO_RECOVER_YOUR_DATA | cs_comments_service_development,Communications
8/1/2020 7:21,203.171.20.211,tcp,27017,static.cmcti.vn,mongodb,4.2.3,45903,VN,HA NOI,HANOI,0,,6874650b362138df74be53d366bbefc321ea32d4,deprecated,,tcmalloc,mozjs,64,16777216,1,READ_ME_TO_RECOVER_YOUR_DATA | admin | config | restAPI,Communications
8/1/2020 7:21,103.92.27.120,tcp,27017,,mongodb,4.0.8,135915,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,,9b00696ed75f65e1ebc8d635593bed79b290cfbb,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:22,27.71.232.30,tcp,27017,,mongodb,4.0.16,7552,VN,HO CHI MINH,THANH PHO HO CHI MINH,517312,,2a5433168a53044cb6b4fa8083e4cfd7ba142221,deprecated,,tcmalloc,mozjs,64,16777216,1,4tv5pj550z-meow | admin | config | d2qpea5jfw-meow | d6qj7ng1b8-meow,Communications
8/1/2020 7:22,171.244.49.222,tcp,27017,,mongodb,4.0.11,38731,VN,HA NOI,HANOI,517312,,417d1a712e9f040d54beca8e4943edce218e9a8c,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:23,103.74.123.208,tcp,27017,sv123208.bkns.vn,mongodb,4.2.6,135967,VN,HA NOI,HANOI,0,,20364840b8f1af16917e4c23c1b5f5efd8b352f8,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:23,171.244.0.15,tcp,27017,,mongodb,4.2.8,38731,VN,HA NOI,HANOI,517312,,43d25964249164d76d5e04dd6cf38f6111e21f5f,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:23,171.244.0.59,tcp,27017,,mongodb,4.0.5,38731,VN,HA NOI,HANOI,517312,,3739429dd92b92d1b0ab120911a23d50bf03c412,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:23,103.42.58.142,tcp,27017,ip.vnptcorp.com,mongodb,4.2.1,45899,VN,HA NOI,HANOI,0,,edf6d45851c0b9ee15548f0f847df141764a317e,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:23,103.137.4.232,tcp,27017,,mongodb,4.0.4,18403,VN,HA NOI,HANOI,0,,f288a3bdf201007f3693c58e140056adf8b04839,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:23,210.245.80.5,tcp,27017,,mongodb,3.2.21,18403,VN,HA NOI,HANOI,517311,,1ab1010737145ba3761318508ff65ba74dfe8155,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:23,125.212.226.17,tcp,27017,,mongodb,3.2.22,38731,VN,HA NOI,HANOI,517312,,105acca0d443f9a47c1a5bd608fd7133840a58dd,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:23,222.255.174.168,tcp,27017,static.vnpt.vn,mongodb,3.0.2,45899,VN,DA NANG,DA NANG,517311,,6201872043ecbbc0a4cc169b5482dcf385fc464f,"windows sys.getwindowsversion(major=6, minor=1, build=7601, platform=2, service_pack='Service Pack 1') BOOST_LIB_VERSION=1_49",OpenSSL 1.0.1m-fips 19 Mar 2015,system,V8,64,16777216,1,15093i78w5-meow | 1ricsnqfwh-meow | 4hyag2zyrj-meow | b3hn6huciz-meow | oitbpmvwpd-meow,Communications
8/1/2020 7:23,123.31.17.9,tcp,27017,static.vnpt.vn,mongodb,3.0.15,45899,VN,HA NOI,HANOI,517311,,b8ff507269c382bc100fc52f75f48d54cd42ec3b,Linux ip-10-35-227-214 2.6.32-220.el6.x86_64 #1 SMP Wed Nov 9 08:03:13 EST 2011 x86_64 BOOST_LIB_VERSION=1_49,OpenSSL 1.0.1e-fips 11 Feb 2013,tcmalloc,V8,64,16777216,1,none visible,Communications
8/1/2020 7:23,118.70.182.107,tcp,27017,mailer.vclinic.com.vn,mongodb,4.0.0,18403,VN,HA NOI,HANOI,517311,,3b07af3d4f471ae89e8186d33bbb1d5259597d51,deprecated,,tcmalloc,mozjs,64,16777216,1,READ_ME_TO_RECOVER_YOUR_DATA | admin | config,Communications
8/1/2020 7:23,113.161.10.94,tcp,27017,static.vnpt.vn,mongodb,4.2.3,45899,VN,THUA THIEN-HUE,HUE,517311,,6874650b362138df74be53d366bbefc321ea32d4,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:23,14.225.74.31,tcp,27017,,mongodb,3.4.21,45899,VN,HA NOI,HANOI,517311,,ba2e818de44c9a331ce09a624780a2bd841cf6e4,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:23,210.245.95.147,tcp,27017,,mongodb,3.2.10,18403,VN,HA NOI,HANOI,517311,,79d9b3ab5ce20f51c272b4411202710a082d0317,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:23,123.31.45.113,tcp,27017,static.vnpt.vn,mongodb,4.2.3,45899,VN,HA NOI,HANOI,517311,,6874650b362138df74be53d366bbefc321ea32d4,deprecated,,tcmalloc,mozjs,64,16777216,1,READ_ME_TO_RECOVER_YOUR_DATA | admin | config,Communications
8/1/2020 7:23,171.244.143.71,tcp,27017,,mongodb,3.4.23,7552,VN,HA NOI,HANOI,517312,,324017ede1dbb1c9554dd2dceb15f8da3c59d0e8,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:23,61.28.233.188,tcp,27017,,mongodb,4.0.10,38244,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,,c389e7f69f637f7a1ac3cc9fae843b635f20b766,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:23,103.21.151.181,tcp,27017,,mongodb,3.2.22,38732,VN,HA NOI,HANOI,0,,105acca0d443f9a47c1a5bd608fd7133840a58dd,deprecated,,tcmalloc,mozjs,64,16777216,1,0ab7p4mfhq-meow | 1xlq84hqae-meow | 8pztmvrwec-meow | as9jvneq2y-meow | e8iyojtfpb-meow,Communications
8/1/2020 7:23,42.113.207.194,tcp,27017,,mongodb,3.4.23,18403,VN,HA NOI,HANOI,517311,,324017ede1dbb1c9554dd2dceb15f8da3c59d0e8,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:23,222.255.168.190,tcp,27017,static.vnpt.vn,mongodb,4.0.9,45899,VN,DA NANG,DA NANG,517311,,fc525e2d9b0e4bceff5c2201457e564362909765,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:23,203.171.21.22,tcp,27017,static.cmcti.vn,mongodb,4.2.6,45903,VN,HA NOI,HANOI,0,,20364840b8f1af16917e4c23c1b5f5efd8b352f8,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:23,14.238.1.14,tcp,27017,static.vdc.vn,mongodb,4.0.0,45899,VN,HA NOI,HANOI,517311,,3b07af3d4f471ae89e8186d33bbb1d5259597d51,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:23,61.28.233.223,tcp,27017,,mongodb,4.0.10,38244,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,,c389e7f69f637f7a1ac3cc9fae843b635f20b766,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:23,103.137.4.231,tcp,27017,,mongodb,4.0.4,18403,VN,HA NOI,HANOI,0,,f288a3bdf201007f3693c58e140056adf8b04839,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:23,150.95.112.211,tcp,27017,,mongodb,3.6.3,131392,VN,HA NOI,HANOI,0,,9586e557d54ef70f9ca4b43c26892cd55257e1a5,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:23,203.171.20.186,tcp,27017,,mongodb,4.2.6,45903,VN,HA NOI,HANOI,0,,20364840b8f1af16917e4c23c1b5f5efd8b352f8,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:23,115.79.213.186,tcp,27017,,mongodb,4.0.10,7552,VN,HO CHI MINH,THANH PHO HO CHI MINH,517312,,c389e7f69f637f7a1ac3cc9fae843b635f20b766,deprecated,,tcmalloc,mozjs,64,16777216,1,6rl2xfjp6f-meow | admin | au1y6ub66l-meow | c28s8xmfgl-meow | config,Communications
8/1/2020 7:23,118.69.183.46,tcp,27017,,mongodb,2.0.4,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,517311,,329f3c47fe8136c03392c8f0e548506cb21f8ebf,"windows sys.getwindowsversion(major=6, minor=1, build=7601, platform=2, service_pack='Service Pack 1') BOOST_LIB_VERSION=1_42",,,,64,16777216,1,none visible,Communications
8/1/2020 7:23,157.119.251.206,tcp,27017,,mongodb,4.2.3,135944,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,,6874650b362138df74be53d366bbefc321ea32d4,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Information Technology
8/1/2020 7:23,45.119.83.53,tcp,27017,,mongodb,4.2.3,131386,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,,6874650b362138df74be53d366bbefc321ea32d4,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:23,123.30.235.82,tcp,27017,,mongodb,4.0.0,45899,VN,HA NOI,HANOI,517311,,3b07af3d4f471ae89e8186d33bbb1d5259597d51,deprecated,,tcmalloc,mozjs,64,16777216,1,0rb7j51dyz-meow | 2atk55jwct-meow | 5a77pqizv6-meow | 9o5f9lgv5r-meow | admin,Communications
8/1/2020 7:23,103.133.110.85,tcp,27017,,mongodb,4.2.7,135905,VN,HA NOI,HANOI,0,,51d9fe12b5d19720e72dcd7db0f2f17dd9a19212,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:23,103.90.220.79,tcp,27017,,mongodb,3.4.10,135905,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,,078f28920cb24de0dd479b5ea6c66c644f6326e9,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:23,103.137.4.233,tcp,27017,,mongodb,4.0.4,18403,VN,HA NOI,HANOI,0,,f288a3bdf201007f3693c58e140056adf8b04839,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:23,171.244.50.223,tcp,27017,,mongodb,4.0.14,38731,VN,HA NOI,HANOI,517312,,1622021384533dade8b3c89ed3ecd80e1142c132,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:24,45.117.169.154,tcp,27017,,mongodb,3.6.3,45544,VN,HA NOI,HANOI,0,,9586e557d54ef70f9ca4b43c26892cd55257e1a5,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:24,222.255.168.177,tcp,27017,static.vnpt.vn,mongodb,4.0.1,45899,VN,DA NANG,DA NANG,517311,,54f1582fc6eb01de4d4c42f26fc133e623f065fb,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:24,1.53.252.174,tcp,27017,,mongodb,3.2.22,18403,VN,DA NANG,DA NANG,517311,,105acca0d443f9a47c1a5bd608fd7133840a58dd,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
8/1/2020 7:24,45.122.222.112,tcp,27017,,mongodb,4.2.8,56150,VN,HA NOI,HANOI,0,,43d25964249164d76d5e04dd6cf38f6111e21f5f,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
